AsOfDate,Company,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GLBalance,iHUbBalance,BalanceDifference,MatchStatus
2023-01-16,00003,4816493,1698,USD,Deferred Costs,Deferred Costs,87590,117163,-29573,Break
2023-01-10,00003,2943388,2089,USD,Deferred Costs,Deferred Costs,30065,82117,-52052,Break
2023-01-02,00004,5269805,1722,EUR,Principal,Principal,82489,77747,4742,Break
2023-01-28,00003,3491202,3606,INR,Deferred Costs,Deferred Costs,118069,102723,15346,Break
2023-01-20,00002,4598142,3681,EUR,Deferred Costs,Deferred Costs,44802,78493,-33691,Break
2023-01-22,00003,4154526,2242,AFN,Deferred Costs,Deferred Costs,109347,110814,-1467,Break
2023-01-29,00002,1940756,1871,EUR,Deferred Costs,Deferred Costs,104488,80943,23545,Break
2023-01-25,00003,3945155,4086,ISO-4217,Principal,Deferred Costs,46843,82607,-35764,Break
2023-01-18,00002,7241977,5192,INR,Deferred Costs,Principal,75086,117471,-42385,Break
2023-01-22,00005,8187233,6067,INR,Principal,Principal,97757,47209,50548,Break
2023-01-11,00002,6566052,1447,EUR,Deferred Costs,Deferred Costs,55896,106823,-50927,Break
2023-01-23,00002,4679809,4378,ISO-4217,Deferred Costs,Deferred Costs,114422,32577,81845,Break
2023-01-13,00004,6519112,2178,ISO-4217,Principal,Deferred Costs,58720,89023,-30303,Break
2023-01-28,00006,8780924,6958,ISO-4217,Deferred Costs,Principal,74258,76317,-2059,Break
2023-01-03,00001,6021471,6442,AFN,Deferred Costs,Principal,40927,109635,-68708,Break
2023-01-17,00004,7121604,6223,USD,Principal,Deferred Costs,55164,95452,-40288,Break
2023-01-22,00001,8445109,4424,ISO-4217,Deferred Costs,Principal,38425,87643,-49218,Break
2023-01-05,00004,4821575,1860,EUR,Deferred Costs,Principal,93356,109073,-15717,Break
2023-01-12,00002,6697483,1138,INR,Principal,Deferred Costs,80564,35236,45328,Break
2023-01-26,00005,4389683,4306,ISO-4217,Deferred Costs,Principal,63960,56443,7517,Break
2023-01-19,00003,7500602,3095,EUR,Deferred Costs,Deferred Costs,100047,101335,-1288,Break
2023-01-29,00001,1888916,2286,AFN,Principal,Principal,53714,95085,-41371,Break
2023-01-20,00001,9321122,3285,EUR,Deferred Costs,Principal,98734,113203,-14469,Break
2023-01-25,00004,9567778,3180,USD,Principal,Deferred Costs,33390,86024,-52634,Break
2023-01-07,00006,7244120,1100,AFN,Principal,Deferred Costs,50485,62857,-12372,Break
2023-01-16,00005,6667774,6721,USD,Deferred Costs,Principal,62652,100764,-38112,Break
2023-01-10,00001,2272617,2887,EUR,Principal,Principal,96413,83150,13263,Break
2023-01-20,00001,8323482,6595,AFN,Principal,Deferred Costs,110856,34051,76805,Break
2023-01-13,00002,6961247,5658,ALL,Principal,Deferred Costs,31701,86266,-54565,Break
2023-01-15,00003,2846039,6351,EUR,Principal,Deferred Costs,32475,80286,-47811,Break
2023-01-19,00001,9212309,1857,ALL,Deferred Costs,Deferred Costs,45422,118645,-73223,Break
2023-01-12,00003,4518030,4632,ALL,Deferred Costs,Deferred Costs,38390,107864,-69474,Break
2023-01-28,00003,9704900,5616,EUR,Deferred Costs,Principal,82812,74946,7866,Break
2023-01-21,00002,4173845,4654,AFN,Deferred Costs,Principal,44680,55540,-10860,Break
2023-01-06,00006,3169412,4849,INR,Principal,Principal,118850,50374,68476,Break
2023-01-26,00005,4571474,3970,INR,Principal,Deferred Costs,60124,73783,-13659,Break
2023-01-26,00004,1117698,5935,EUR,Principal,Principal,33515,107972,-74457,Break
2023-01-23,00005,9099795,2533,EUR,Deferred Costs,Deferred Costs,61136,69586,-8450,Break
2023-01-05,00005,6794013,4986,AFN,Principal,Deferred Costs,91030,110281,-19251,Break
2023-01-05,00001,7484246,4330,AFN,Deferred Costs,Deferred Costs,80567,65353,15214,Break
2023-01-18,00004,5426040,6870,INR,Deferred Costs,Principal,98405,98908,-503,Break
2023-01-28,00005,9914662,1241,ISO-4217,Deferred Costs,Deferred Costs,69221,119694,-50473,Break
2023-01-03,00004,5390959,4124,USD,Deferred Costs,Deferred Costs,41557,112587,-71030,Break
2023-01-10,00004,9998649,3007,AFN,Deferred Costs,Deferred Costs,41449,103264,-61815,Break
2023-01-29,00002,9976501,5789,AFN,Deferred Costs,Principal,89904,97339,-7435,Break
2023-01-04,00005,8109120,2674,INR,Deferred Costs,Deferred Costs,93729,67444,26285,Break
2023-01-10,00003,9914850,2212,EUR,Principal,Deferred Costs,85008,57432,27576,Break
2023-01-20,00001,2086630,3729,AFN,Principal,Principal,49010,36128,12882,Break
2023-01-28,00004,3827651,6399,ISO-4217,Deferred Costs,Principal,38139,51488,-13349,Break
2023-01-17,00003,1236757,6008,USD,Principal,Deferred Costs,96360,102639,-6279,Break
2023-01-29,00006,4307066,3036,ISO-4217,Deferred Costs,Principal,114825,102873,11952,Break
2023-01-20,00003,7814471,3910,ISO-4217,Principal,Deferred Costs,83724,66702,17022,Break
2023-01-04,00005,7408600,5785,USD,Deferred Costs,Deferred Costs,53577,45052,8525,Break
2023-01-04,00001,2029208,4506,ALL,Principal,Principal,42931,41709,1222,Break
2023-01-06,00003,6532176,1402,EUR,Deferred Costs,Principal,94969,50787,44182,Break
2023-01-28,00001,5034601,3760,EUR,Principal,Principal,48550,71115,-22565,Break
2023-01-04,00002,7235906,3485,EUR,Principal,Deferred Costs,94579,67072,27507,Break
2023-01-18,00001,9699039,4958,EUR,Deferred Costs,Deferred Costs,59424,90916,-31492,Break
2023-01-15,00002,7089830,2492,AFN,Principal,Deferred Costs,47459,108965,-61506,Break
2023-01-26,00006,2541218,1398,USD,Deferred Costs,Deferred Costs,70450,65535,4915,Break
2023-01-21,00003,5932725,3497,EUR,Principal,Principal,107295,50658,56637,Break
2023-01-06,00003,6722506,6406,ISO-4217,Deferred Costs,Principal,37101,110645,-73544,Break
2023-01-17,00004,5656236,1808,INR,Principal,Deferred Costs,64050,66998,-2948,Break
2023-01-04,00002,2100611,5293,USD,Principal,Principal,33758,71090,-37332,Break
2023-01-16,00001,5691775,5326,EUR,Principal,Deferred Costs,74875,109397,-34522,Break
2023-01-09,00002,7603568,3793,EUR,Principal,Principal,62568,92564,-29996,Break
2023-01-10,00005,2329885,1674,ISO-4217,Principal,Deferred Costs,112714,71696,41018,Break
2023-01-13,00002,3475903,1597,ISO-4217,Principal,Deferred Costs,40141,78904,-38763,Break
2023-01-12,00003,4704924,6241,USD,Deferred Costs,Principal,47911,104195,-56284,Break
2023-01-09,00004,1923930,3357,ISO-4217,Deferred Costs,Deferred Costs,63628,117350,-53722,Break
2023-01-27,00006,9865022,2690,EUR,Deferred Costs,Principal,66956,83932,-16976,Break
2023-01-10,00005,9788113,2532,AFN,Deferred Costs,Principal,52452,49923,2529,Break
2023-01-27,00003,1488723,2076,ALL,Principal,Principal,95998,87940,8058,Break
2023-01-21,00002,3443993,5557,ISO-4217,Deferred Costs,Deferred Costs,41082,60380,-19298,Break
2023-01-13,00003,2522222,2011,EUR,Deferred Costs,Deferred Costs,74529,81388,-6859,Break
2023-01-28,00003,8446016,5299,USD,Deferred Costs,Deferred Costs,67202,49283,17919,Break
2023-01-07,00004,8756123,2485,ALL,Deferred Costs,Deferred Costs,64683,95320,-30637,Break
2023-01-10,00006,3131605,5284,AFN,Principal,Deferred Costs,100373,65118,35255,Break
2023-01-06,00003,6179030,2206,AFN,Deferred Costs,Principal,79358,82212,-2854,Break
2023-01-17,00001,3815391,3908,ALL,Deferred Costs,Principal,35314,67190,-31876,Break
2023-01-30,00001,3139123,4500,USD,Deferred Costs,Principal,57945,95809,-37864,Break
2023-01-10,00004,1182238,1270,AFN,Principal,Deferred Costs,114583,50586,63997,Break
2023-01-24,00006,8405507,6628,INR,Principal,Principal,53069,61470,-8401,Break
2023-01-02,00002,4272725,4190,EUR,Deferred Costs,Principal,77930,113680,-35750,Break
2023-01-10,00002,5982464,3070,EUR,Deferred Costs,Principal,34803,82887,-48084,Break
2023-01-25,00005,6432314,5974,USD,Principal,Principal,51080,70255,-19175,Break
2023-01-29,00002,7167891,2466,USD,Deferred Costs,Principal,45784,41153,4631,Break
2023-01-25,00006,7392474,1265,ALL,Principal,Deferred Costs,82782,104806,-22024,Break
2023-01-28,00006,1693078,6876,ALL,Deferred Costs,Deferred Costs,39367,70355,-30988,Break
2023-01-10,00005,3658205,2599,INR,Deferred Costs,Deferred Costs,50953,31052,19901,Break
2023-01-25,00006,3950756,5316,ALL,Deferred Costs,Deferred Costs,118357,98795,19562,Break
2023-01-30,00002,1613327,3191,ALL,Principal,Deferred Costs,54673,43853,10820,Break
2023-01-29,00005,1206096,5367,USD,Principal,Principal,78811,33407,45404,Break
2023-01-23,00002,9975000,5999,EUR,Principal,Principal,79492,113375,-33883,Break
2023-01-02,00003,6153647,2692,AFN,Principal,Deferred Costs,69063,80940,-11877,Break
2023-01-03,00006,6338302,2464,USD,Deferred Costs,Deferred Costs,78511,95613,-17102,Break
2023-01-12,00002,8949010,6108,ISO-4217,Principal,Principal,65835,74173,-8338,Break
2023-01-03,00001,8114158,3768,ALL,Principal,Deferred Costs,103958,72737,31221,Break
2023-01-01,00005,6461096,3164,AFN,Principal,Principal,33190,95207,-62017,Break
2023-01-06,00004,1995300,3684,AFN,Principal,Principal,38696,71143,-32447,Break
2023-01-11,00002,5568036,4501,USD,Deferred Costs,Deferred Costs,46436,71347,-24911,Break
2023-01-12,00003,2055790,6215,USD,Principal,Deferred Costs,81967,61050,20917,Break
2023-01-28,00004,1202480,5220,INR,Principal,Deferred Costs,91342,118934,-27592,Break
2023-01-27,00005,6340233,3903,AFN,Deferred Costs,Principal,72948,82084,-9136,Break
2023-01-14,00004,2025071,6033,ISO-4217,Principal,Deferred Costs,40430,41056,-626,Break
2023-01-20,00003,7060886,5327,ISO-4217,Principal,Principal,52335,101479,-49144,Break
2023-01-15,00001,6149458,6283,ISO-4217,Deferred Costs,Deferred Costs,113684,110198,3486,Break
2023-01-16,00003,1735109,6155,ALL,Principal,Principal,100335,94652,5683,Break
2023-01-16,00004,7332397,2791,AFN,Deferred Costs,Deferred Costs,114161,45937,68224,Break
2023-01-21,00002,6641450,1143,ISO-4217,Deferred Costs,Deferred Costs,64559,119661,-55102,Break
2023-01-26,00003,4333619,1155,ALL,Deferred Costs,Principal,75786,116831,-41045,Break
2023-01-16,00002,4720686,2690,EUR,Principal,Principal,95835,99147,-3312,Break
2023-01-04,00003,8935056,4637,USD,Principal,Principal,105308,117739,-12431,Break
2023-01-23,00001,3018238,6693,ISO-4217,Deferred Costs,Deferred Costs,42013,74070,-32057,Break
2023-01-07,00006,6362866,1136,ISO-4217,Principal,Deferred Costs,114010,105256,8754,Break
2023-01-24,00003,8720689,3954,ALL,Principal,Principal,41161,95627,-54466,Break
2023-01-19,00005,8710764,3151,EUR,Principal,Deferred Costs,69738,54609,15129,Break
2023-01-17,00002,7455303,6069,USD,Principal,Deferred Costs,53649,117052,-63403,Break
2023-01-20,00004,1394436,2851,USD,Deferred Costs,Principal,44828,65856,-21028,Break
2023-01-17,00004,6741720,2556,EUR,Principal,Principal,55017,81651,-26634,Break
2023-01-09,00005,8587981,5896,ISO-4217,Principal,Principal,73825,118660,-44835,Break
2023-01-06,00005,8239482,4376,USD,Principal,Deferred Costs,55584,105273,-49689,Break
2023-01-26,00005,8834544,6403,ALL,Deferred Costs,Deferred Costs,85045,72272,12773,Break
2023-01-21,00002,7765472,6768,ALL,Deferred Costs,Deferred Costs,100738,87776,12962,Break
2023-01-15,00005,5269190,3009,AFN,Deferred Costs,Principal,88298,117558,-29260,Break
2023-01-25,00003,7783346,3823,ISO-4217,Principal,Principal,65111,115303,-50192,Break
2023-01-04,00002,2566002,4464,AFN,Deferred Costs,Deferred Costs,83563,117335,-33772,Break
2023-01-08,00001,3135033,6545,EUR,Principal,Deferred Costs,77935,60089,17846,Break
2023-01-07,00003,3845398,1052,EUR,Deferred Costs,Deferred Costs,34718,70884,-36166,Break
2023-01-11,00001,7810710,6639,INR,Principal,Principal,102965,73858,29107,Break
2023-01-21,00002,3732985,5904,EUR,Principal,Principal,87324,75108,12216,Break
2023-01-07,00002,6762405,3696,ALL,Deferred Costs,Principal,74226,91647,-17421,Break
2023-01-20,00004,3284661,1453,INR,Principal,Deferred Costs,72116,58949,13167,Break
2023-01-19,00002,3696659,1032,AFN,Principal,Deferred Costs,111054,65523,45531,Break
2023-01-17,00004,9716898,4504,INR,Deferred Costs,Deferred Costs,34386,115666,-81280,Break
2023-01-03,00006,2913932,2515,ALL,Principal,Principal,52265,97416,-45151,Break
2023-01-27,00001,7719095,6087,USD,Deferred Costs,Principal,119798,69435,50363,Break
2023-01-16,00004,8234342,3971,ALL,Principal,Deferred Costs,45731,97268,-51537,Break
2023-01-13,00005,4818070,4179,USD,Principal,Deferred Costs,97127,34458,62669,Break
2023-01-28,00002,5366979,3817,ISO-4217,Principal,Deferred Costs,71928,40259,31669,Break
2023-01-24,00003,7467033,2292,ISO-4217,Principal,Deferred Costs,55378,63568,-8190,Break
2023-01-11,00001,3255019,1248,USD,Principal,Deferred Costs,95877,110559,-14682,Break
2023-01-02,00002,5293005,5067,AFN,Deferred Costs,Deferred Costs,81288,118257,-36969,Break
2023-01-20,00006,7643918,1043,INR,Principal,Deferred Costs,48497,81203,-32706,Break
2023-01-13,00006,6767807,6253,EUR,Principal,Principal,84377,61681,22696,Break
2023-01-02,00005,7764135,3779,USD,Principal,Principal,63324,80391,-17067,Break
2023-01-06,00003,2631422,2416,AFN,Deferred Costs,Deferred Costs,77034,48517,28517,Break
2023-01-09,00006,6647494,4670,USD,Principal,Deferred Costs,50279,49560,719,Break
2023-01-12,00001,1552193,3763,INR,Deferred Costs,Deferred Costs,47898,119974,-72076,Break
2023-01-22,00003,8693661,3993,USD,Principal,Deferred Costs,104710,90601,14109,Break
2023-01-11,00005,3718147,2010,EUR,Principal,Principal,70397,89279,-18882,Break
2023-01-23,00001,7962010,1412,AFN,Principal,Principal,42104,96950,-54846,Break
2023-01-30,00003,5089549,6861,USD,Principal,Principal,54927,44459,10468,Break
2023-01-23,00006,3676328,6407,USD,Deferred Costs,Deferred Costs,36145,43299,-7154,Break
2023-01-08,00004,8276625,6838,AFN,Deferred Costs,Deferred Costs,110959,115473,-4514,Break
2023-01-14,00002,3045341,2222,AFN,Principal,Deferred Costs,33524,56284,-22760,Break
2023-01-13,00001,4168736,5293,USD,Deferred Costs,Deferred Costs,101228,51462,49766,Break
2023-01-07,00001,7284649,2939,INR,Deferred Costs,Principal,38095,38039,56,Break
2023-01-01,00003,7743169,2808,ISO-4217,Principal,Deferred Costs,72925,76805,-3880,Break
2023-01-29,00003,3632528,4868,ALL,Deferred Costs,Deferred Costs,43743,112950,-69207,Break
2023-01-26,00004,9319244,2913,USD,Deferred Costs,Principal,93381,70063,23318,Break
2023-01-18,00004,4314928,4127,ALL,Principal,Principal,64637,48577,16060,Break
2023-01-19,00005,9989432,1880,INR,Principal,Principal,91415,65719,25696,Break
2023-01-18,00001,6690516,6463,EUR,Deferred Costs,Principal,85788,74938,10850,Break
2023-01-18,00001,8465634,5149,AFN,Principal,Deferred Costs,88632,66724,21908,Break
2023-01-21,00001,8849729,6550,AFN,Principal,Principal,117196,64247,52949,Break
2023-01-18,00001,9623066,5535,AFN,Deferred Costs,Principal,34307,68523,-34216,Break
2023-01-02,00005,6622246,5501,USD,Principal,Deferred Costs,64568,32389,32179,Break
2023-01-15,00005,2548600,6939,ALL,Principal,Deferred Costs,80136,84274,-4138,Break
2023-01-27,00006,4062972,1138,USD,Principal,Deferred Costs,82474,78466,4008,Break
2023-01-10,00001,5706219,3341,ISO-4217,Principal,Principal,108506,91403,17103,Break
2023-01-27,00002,8548926,1617,USD,Principal,Principal,93798,90680,3118,Break
2023-01-11,00003,5144315,5269,AFN,Principal,Deferred Costs,102876,58673,44203,Break
2023-01-14,00001,5896461,3750,USD,Deferred Costs,Principal,65881,47763,18118,Break
2023-01-09,00006,2679455,2850,EUR,Principal,Deferred Costs,50572,40667,9905,Break
2023-01-05,00003,8788834,1526,ISO-4217,Deferred Costs,Principal,74674,35771,38903,Break
2023-01-23,00005,4253996,6425,ISO-4217,Deferred Costs,Principal,97124,87254,9870,Break
2023-01-08,00005,5070605,4196,AFN,Deferred Costs,Deferred Costs,78423,76793,1630,Break
2023-01-10,00006,8686015,4418,ALL,Principal,Principal,99106,84390,14716,Break
2023-01-07,00001,4851409,1429,ALL,Deferred Costs,Principal,92271,48623,43648,Break
2023-01-13,00001,7634526,5156,ALL,Deferred Costs,Principal,96650,91210,5440,Break
2023-01-16,00001,5710084,4921,AFN,Principal,Principal,58589,77834,-19245,Break
2023-01-02,00004,4063104,3366,ISO-4217,Deferred Costs,Deferred Costs,94318,65387,28931,Break
2023-01-23,00005,9570771,5738,EUR,Deferred Costs,Principal,98151,98683,-532,Break
2023-01-14,00006,2483322,1926,EUR,Principal,Principal,70292,33367,36925,Break
2023-01-15,00001,6244278,1417,EUR,Principal,Principal,109768,107834,1934,Break
2023-01-19,00005,2348058,6973,EUR,Deferred Costs,Principal,74515,53580,20935,Break
2023-01-20,00004,8542655,2337,AFN,Principal,Deferred Costs,83015,61671,21344,Break
2023-01-12,00003,3975186,2623,EUR,Principal,Principal,86633,81901,4732,Break
2023-01-01,00002,6919754,2830,INR,Deferred Costs,Principal,46784,67536,-20752,Break
2023-01-19,00001,5766506,6355,USD,Deferred Costs,Deferred Costs,47727,69746,-22019,Break
2023-01-10,00002,9162355,6141,EUR,Principal,Deferred Costs,102418,78827,23591,Break
2023-01-17,00006,3200838,1423,USD,Deferred Costs,Deferred Costs,71409,110357,-38948,Break
2023-01-29,00002,7905716,6248,ISO-4217,Deferred Costs,Principal,33547,34000,-453,Break
2023-01-21,00005,2161083,3943,USD,Deferred Costs,Deferred Costs,32184,99448,-67264,Break
2023-01-05,00006,4856896,2835,INR,Principal,Deferred Costs,52853,61459,-8606,Break
2023-01-25,00004,2160353,1251,AFN,Deferred Costs,Principal,101866,102177,-311,Break
2023-01-26,00003,1830088,4365,INR,Principal,Principal,41572,118025,-76453,Break
2023-01-10,00001,1475992,4779,ALL,Principal,Principal,107156,53733,53423,Break
2023-01-09,00006,6625917,1235,USD,Deferred Costs,Deferred Costs,74888,78835,-3947,Break
2023-01-07,00005,9584531,3529,ALL,Principal,Deferred Costs,96778,79243,17535,Break
2023-01-07,00004,9167285,4222,USD,Deferred Costs,Deferred Costs,104896,94946,9950,Break
2023-01-21,00005,2835655,4848,EUR,Deferred Costs,Principal,55022,71552,-16530,Break
2023-01-26,00001,9008437,2476,INR,Principal,Principal,54781,74122,-19341,Break
2023-01-11,00001,4700743,3737,INR,Deferred Costs,Principal,48452,30099,18353,Break
2023-01-07,00002,8413044,3209,EUR,Principal,Deferred Costs,115024,47806,67218,Break
2023-01-22,00004,5636339,2215,AFN,Deferred Costs,Deferred Costs,46567,117653,-71086,Break
2023-01-17,00004,9915187,6622,EUR,Principal,Deferred Costs,55300,85909,-30609,Break
2023-01-21,00005,4581509,6499,ALL,Principal,Deferred Costs,38125,32570,5555,Break
2023-01-17,00001,3373667,1724,USD,Deferred Costs,Deferred Costs,106866,54553,52313,Break
2023-01-15,00006,7069998,4946,EUR,Deferred Costs,Deferred Costs,59516,119164,-59648,Break
2023-01-21,00001,7577641,2939,EUR,Deferred Costs,Deferred Costs,99926,86788,13138,Break
2023-01-18,00002,5392863,2453,USD,Deferred Costs,Deferred Costs,78857,51225,27632,Break
2023-01-06,00002,7411865,4045,INR,Principal,Principal,82680,72276,10404,Break
2023-01-07,00003,4680089,3623,INR,Deferred Costs,Principal,78751,114866,-36115,Break
2023-01-08,00002,6694908,3066,INR,Deferred Costs,Deferred Costs,59286,111029,-51743,Break
2023-01-16,00005,1696871,6398,ALL,Deferred Costs,Deferred Costs,71293,95393,-24100,Break
2023-01-06,00005,3983377,2399,INR,Deferred Costs,Deferred Costs,117307,47942,69365,Break
2023-01-20,00005,9611690,6715,EUR,Deferred Costs,Principal,63213,51565,11648,Break
2023-01-19,00001,5398806,1665,AFN,Principal,Deferred Costs,97196,64936,32260,Break
2023-01-09,00005,9514963,4865,AFN,Deferred Costs,Principal,97633,61162,36471,Break
2023-01-11,00006,1941592,2654,INR,Principal,Deferred Costs,78666,87136,-8470,Break
2023-01-16,00006,5228500,2303,ALL,Deferred Costs,Principal,44696,111157,-66461,Break
2023-01-20,00002,4383462,4722,ISO-4217,Principal,Principal,106225,116597,-10372,Break
2023-01-13,00005,4140664,3871,EUR,Principal,Principal,95241,34167,61074,Break
2023-01-22,00005,1848251,2253,EUR,Principal,Principal,80368,69044,11324,Break
2023-01-22,00002,1949592,4405,AFN,Principal,Deferred Costs,39254,103154,-63900,Break
2023-01-17,00001,5833627,6152,INR,Principal,Principal,35192,97791,-62599,Break
